epoch,lr,loss,iou,val_loss,val_iou
23,0.001,0.15686731778514323,0.8186635729592393,0.15629518285144242,0.8215240225660935
24,0.001,0.15322265236477578,0.821973357276607,0.15707262255448107,0.8179854971849577
25,0.001,0.152962603400515,0.8237577576037415,0.15910099398558245,0.816502104728914
26,0.001,0.14960159284126073,0.827175100301871,0.15572671943175662,0.8243731894559346
27,0.001,0.1454139939777514,0.831816206322712,0.14562514473738705,0.8344108093373508
28,0.001,0.14174343525427174,0.8361294501942728,0.1461836537328253,0.832188681155645
29,0.001,0.14270318244140184,0.8362122262174188,0.14925301091773083,0.8283171588634054
30,0.001,0.14134392813238175,0.8378806178561761,0.14210515746850394,0.8382429639480631
31,0.001,0.13845326894240853,0.8408893672433432,0.14628406969562932,0.8333836088866121
32,0.001,0.1355059839668074,0.8439756024637477,0.13790593363215137,0.8450287959410249
33,0.001,0.13284409527535213,0.8487033740059506,0.1365904851150336,0.8458813933710028
34,0.001,0.13048636711236694,0.8514101317647608,0.13596246588473848,0.8469406976239543
35,0.001,0.12758830503331428,0.8545001971563182,0.13323598660658192,0.8486387652768145
36,0.001,0.12762197365311428,0.8541781493085687,0.13479990288807128,0.8488240866701575
37,0.001,0.126375773705113,0.8569954362536003,0.13010589293152075,0.8547762702112266
38,0.001,0.12549394951128834,0.8581095274845255,0.13285046726877814,0.8517176926979858
39,0.001,0.12304079028636374,0.860188460887134,0.12850282411765684,0.8560584015763166
40,0.001,0.11947090280149619,0.8648404124335693,0.12619232560741234,0.8592737353452221
41,0.001,0.11910487890867663,0.8663065622592582,0.12690958816555725,0.8617012120776443
42,0.001,0.11773867176465339,0.867668929822093,0.1260261866650847,0.8594722734192325
43,0.001,0.11808226416716401,0.8682265635572574,0.1244452221526573,0.862097188505713
44,0.001,0.11717377245738245,0.8689974518677216,0.12232057263754448,0.8645410200019825
45,0.001,0.11397657178303335,0.8722539114772224,0.12097904330787548,0.8655827801472459
46,0.001,0.11194795203926676,0.8752992356270334,0.11875214031432724,0.8702099411082318
47,0.001,0.11228781435346104,0.873497760870312,0.12759423066657433,0.856872237091878
48,0.001,0.11260554490913272,0.874887729342769,0.11792706543218683,0.8706811172725833
49,0.001,0.10986560304595538,0.8789805821653763,0.11765597506167808,0.8696616748373859
50,0.001,0.10985756843345952,0.8777624115345745,0.12166568427961331,0.8679683124558963
51,0.001,0.11096286868081667,0.8768251293070356,0.1191361046204894,0.8694577497914029
52,0.001,0.10689436123945326,0.8815516644007872,0.12041709863287514,0.8659629880658788
53,0.001,0.10687275119320884,0.8820018014644425,0.11711253955749182,0.870909729203587
54,0.001,0.10646788752515902,0.8814935871438885,0.11353632229388105,0.8765062208257721
55,0.001,0.10385635831437186,0.8852775619590277,0.12015289279793588,0.8689263545406223
56,0.001,0.10482810355761912,0.8841682607738383,0.11475197791439137,0.8747297178252476
57,0.001,0.10417287135935578,0.8861340162499666,0.11759032528302935,0.8732482110835439
58,0.001,0.1026951051819387,0.8876083960387253,0.11524491993913094,0.8756312331696731
59,0.001,0.10254283699533702,0.8879375253983889,0.11166016792510297,0.8792176920300832
60,0.001,0.10114243985470676,0.8892808016926038,0.11274260984396674,0.8765246912019139
61,0.001,0.10235121245471594,0.8885270992827946,0.11259676253390712,0.8780416480708101
62,0.001,0.10087359663079547,0.8895916283273841,0.11109624119656591,0.8798865219082181
63,0.001,0.09943774576586578,0.8922792621946554,0.10847565818623582,0.8847866981886403
64,0.001,0.09886639334300426,0.8920896296881569,0.10870840315061159,0.8839609001392749
65,0.001,0.09732136340977633,0.8949334172183631,0.10944025623399214,0.8826912788613079
66,0.001,0.09646043674874057,0.8960596786587757,0.10778393809181679,0.8845208414274407
67,0.001,0.09638514136456694,0.896249400877242,0.10558058163876773,0.8878685994102867
68,0.001,0.09504016967812133,0.896157056435272,0.10629783235658236,0.8887801640599998
69,0.001,0.09383085643901874,0.8996872221107928,0.10552952573163925,0.8884123041667771
70,0.001,0.09418135517086658,0.8991411466664018,0.11132660733880109,0.8823591634004024
71,0.001,0.09345055563053535,0.9005046467939035,0.10480591891656095,0.8881131711373126
72,0.001,0.09203721440899434,0.9021126510547618,0.10614799249483091,0.8879671562831501
73,0.001,0.09290031574627491,0.9009410152191658,0.10749975352980441,0.8866265662774035
74,0.001,0.09161908553220839,0.9022659381767381,0.10535075922579974,0.8897082861101019
75,0.001,0.09239113110054226,0.9015975572290879,0.10562735161260106,0.8883798208263338
76,0.001,0.09027622230546013,0.9041024492118734,0.10305629138572708,0.8926259959437015
77,0.001,0.0898213807317911,0.9056647991732081,0.10293176831139032,0.8919153502292164
78,0.001,0.08932985067367553,0.9051638818301526,0.1027072305549404,0.8920793054803433
79,0.001,0.08989613104553122,0.9039704254452172,0.10305860259852637,0.8904976133620653
80,0.001,0.088969470349906,0.9062000174557537,0.10138833060553591,0.8944358249213671
81,0.001,0.08758190030436866,0.9084146431360304,0.10156123931186858,0.8929709874355665
82,0.001,0.08654514211400641,0.9096710893350606,0.10136537030291265,0.8948913619580343
83,0.001,0.08625338395072528,0.9102108305266913,0.1022618247528308,0.8953463125690335
84,0.001,0.08688535800701036,0.90963402036426,0.10057620855056694,0.8948900846101822
85,0.001,0.08608974039710629,0.9098610979452468,0.10363812404231955,0.8898389003881281
86,0.001,0.08696140711688247,0.9093427234516454,0.0993992321466678,0.8966057749787152
87,0.001,0.08611172085813203,0.9108033189603209,0.09817888866210475,0.898378225282152
88,0.001,0.08408526212601138,0.9128439061871212,0.09798423533075407,0.8991285826301032
89,0.001,0.08487052802406056,0.9123948905069218,0.09898529411878267,0.8970846974893268
90,0.001,0.08386186823560929,0.9131318018171096,0.0975615935314972,0.8999815664720204
91,0.001,0.084442981231119,0.9124470545343146,0.09859037261362699,0.8978025773876115
92,0.001,0.08394053028360088,0.9140903849983381,0.10169933246495412,0.8946382609386941
93,0.001,0.08233675334544081,0.9157560543834324,0.09564267875625485,0.9033545736113985
94,0.001,0.08184295902857605,0.9160536805925231,0.0959997794675447,0.9019262635068297
95,0.001,0.08223652661002744,0.9166412723213453,0.09982431929915932,0.8995719038900694
96,0.001,0.08236872371656732,0.9153592731960054,0.09532449736049385,0.9038393565099712
97,0.001,0.08150163938861867,0.9167183384256713,0.09719873644310816,0.8996465290334422
98,0.001,0.08155733259170467,0.9167394464000795,0.09636366024675748,0.9012014378381453
99,0.001,0.08246299677104225,0.9163546244999029,0.09598442497474297,0.9017893098343795
100,0.001,0.08071222122349041,0.9180165967688892,0.0968339469797156,0.9022969066661359
101,0.001,0.08064992427045763,0.9176432167152514,0.09935538202802442,0.9012904461924836
102,0.001,0.08078810177080294,0.9184698358265311,0.09518015263776049,0.9029582062045903
103,0.001,0.08125905844319553,0.9172515106875806,0.09455677582681447,0.9050409959025892
104,0.001,0.0802308096818587,0.9193393200703377,0.09516245289840625,0.9040887442439823
105,0.001,0.08058366006659588,0.9187107770448615,0.09888034329389228,0.8972277995879422
106,0.001,0.08062013310833752,0.9175666578159857,0.09372010602539613,0.9058222845987455
107,0.001,0.07932927011663377,0.9204537780877131,0.09489651449763499,0.9046324524056255
108,0.001,0.07870813750549761,0.9215167658723606,0.09298739665417577,0.9060425055885107
109,0.001,0.0776254745014987,0.9230385385163149,0.09291233939130078,0.9073532740797285
110,0.001,0.07839759376426642,0.921300644398598,0.09265869386561325,0.9074866677014561
111,0.001,0.07623863158191686,0.9241222414464152,0.09303705134361272,0.9073591753320635
112,0.001,0.07639090788614063,0.9243573528435518,0.09189318886646822,0.9083217092851701
113,0.001,0.07671355764669273,0.9245403379839051,0.0923557336401993,0.9075285962415471
114,0.001,0.07569526386744689,0.9258176989796125,0.09218250317720927,0.9083497167028861
115,0.001,0.07597292515385838,0.9246171604514344,0.09088041475528452,0.9092360870240934
116,0.001,0.07575827694220069,0.9251569064054483,0.09211409558270411,0.908523766344452
117,0.001,0.07687999226191905,0.9248658685502841,0.09278926152570434,0.9076597077943901
118,0.001,0.07541792449682795,0.9256547542801866,0.09175942079820751,0.9074610219627505
119,0.001,0.07502489531149414,0.9267742710380596,0.09457219395659389,0.9049506594634571
120,0.001,0.07634196623925764,0.9248605372645144,0.09076831445664033,0.9090346299816411
121,0.001,0.07484418945630808,0.9268961591693605,0.09658542864087007,0.9030513241056494
122,0.001,0.0754948688700249,0.9260620732466857,0.09275734646237442,0.9082814887080691
123,0.001,0.07511884501077118,0.9265681623247642,0.09090487420659678,0.9097863617659787
124,0.001,0.07453533822173224,0.9273373373280223,0.08857539512279412,0.9125829293908934
125,0.001,0.07300389911881916,0.9292468920400255,0.08983524734632899,0.911167442377059
126,0.001,0.07290609121634697,0.9293731049151648,0.08877083145355456,0.9118000210900867
127,0.001,0.0725964994642747,0.9299351046924291,0.08812608094424182,0.9128993890903935
128,0.001,0.07253071890841604,0.9294758191792292,0.08889289771213274,0.9125261255637317
129,0.001,0.07302697417545694,0.9296213459514474,0.08805564912821659,0.9136895617297875
130,0.001,0.07256248334705517,0.9304394611584087,0.08823670884528355,0.9130640939816548
131,0.001,0.07215054280158736,0.9309172141519259,0.0872722671745634,0.9140095296363326
132,0.001,0.07160158678109109,0.9317597186699899,0.08925345666941642,0.9130207079752257
133,0.001,0.07147075626706578,0.9315617020659139,0.0883552654006465,0.9125659848616139
134,0.001,0.0716000546062492,0.931927094865603,0.08708153982662956,0.9148926229474482
135,0.001,0.07147642267546105,0.9316427466971952,0.08796469103101177,0.9143447795919739
136,0.001,0.07146343847453906,0.9315908960099298,0.08686045157265564,0.9152201208299314
137,0.001,0.07074576931474097,0.9334084458546065,0.08715673761666588,0.9148703406430773
138,0.001,0.07015982223820937,0.9340374290303919,0.08774544939240447,0.9138988534216999
139,0.001,0.07010184483924461,0.9347750728190574,0.0868166901677348,0.9158266166211705
140,0.001,0.0702600164446219,0.933728465377559,0.0871758600247152,0.9158707256057989
141,0.001,0.0699928394864991,0.9336480281936589,0.08845383548570578,0.913461471140469
142,0.001,0.06997950333341255,0.934143032183996,0.08579666301109141,0.9169782022270172
143,0.001,0.06944169057289343,0.9350505708981163,0.08618137965078364,0.9165569261810844
144,0.001,0.06981558804424645,0.9346738583205595,0.08594110492120347,0.9170111432191332
145,0.001,0.06939383130813144,0.9351311226374346,0.08585935327568057,0.9172335557076178
146,0.001,0.06919991544481971,0.9355803055328377,0.08617154959558058,0.9157827362346632
147,0.001,0.06857042426916317,0.9359158904006806,0.0863034518403214,0.9160986971431919
148,0.001,0.06949010128594194,0.9351257481266727,0.08642612110178123,0.916349633333546
149,0.001,0.06937354730920017,0.9356160809711909,0.0861245798005819,0.916881227187289
150,0.001,0.06855729499646507,0.9370628376237501,0.08585275424775084,0.9167972930494009
151,0.001,0.06788504602709365,0.9377843349507687,0.08571308397754537,0.9170919321956758
152,0.001,0.06855193271998959,0.9367205931378337,0.08548653353286303,0.9165163631584738
153,0.001,0.06878564312898051,0.9360229859842792,0.08550257633241698,0.9170395772892119
154,0.001,0.06813447927929343,0.9366392640397959,0.0845532777712603,0.9182369140877387
155,0.001,0.06732371346098591,0.9384503948530891,0.08606784484551287,0.9167172378958262
156,0.001,0.06705706735868104,0.9383198431200891,0.08524982868444897,0.916775204004195
157,0.001,0.06847977209543682,0.9369459260381683,0.08441082378927348,0.9186580269860897
158,0.001,0.06746340260611779,0.9381508849394041,0.08478297925022289,0.9183459495011254
159,0.001,0.06680401625667567,0.9391949360274909,0.08448200814272425,0.9189407934124859
160,0.001,0.06679487102786907,0.9391838005379075,0.084646369338381,0.9187190982095723
161,0.001,0.06682726237240262,0.9392576073026706,0.08394620533257781,0.9198701833810145
162,0.001,0.06619477899676843,0.9401901407676505,0.08424540783991678,0.9187720542385727
163,0.001,0.06659075594775339,0.9395546481496737,0.08482487521542707,0.9184658840523907
164,0.001,0.06621594207839192,0.9396325287719202,0.08651803211169287,0.9151954085921256
165,0.001,0.06599379684678547,0.9401300769099167,0.08371484492403496,0.921074416762513
166,0.001,0.06607660688654915,0.9401650199311881,0.08329618225654939,0.9214333198742624
167,0.001,0.06559986635574495,0.9411773723394957,0.08210488505354445,0.9234385511412968
168,0.001,0.06511109439724402,0.9413101088082189,0.08235382922929253,0.9229708565008602
169,0.001,0.06509658274148147,0.9418654633415725,0.08255216109531009,0.9225201951569973
170,0.001,0.06555893982892261,0.9410951695419799,0.0818557107157847,0.9234362039184233
171,0.001,0.06505677613444354,0.9422867551744518,0.08254959991984957,0.9225202951239865
172,0.001,0.06451480811491063,0.9425576443679778,0.0829406503026649,0.9218812236507717
173,0.001,0.06441378036796734,0.9431821577027912,0.08373395313376276,0.9201216771087549
174,0.001,0.06499411064292748,0.9421169234042535,0.08221719633003473,0.9233556711317545
175,0.001,0.06441316887814337,0.9429147668502639,0.08247880359508303,0.9228748807055374
176,0.001,0.06440049190639825,0.9430012979403244,0.08281501773468963,0.9223313392712796
177,0.001,0.06394772792517826,0.9438733723862528,0.08175479001812373,0.9241622956059029
178,0.001,0.06334862166830382,0.9443987946570828,0.08201406441067621,0.923498357353971
179,0.001,0.06335432458844484,0.9445375969186921,0.08257505302578307,0.9231973821541951
180,0.001,0.06405202784619406,0.9432676144247112,0.08219404273330014,0.922818542260267
181,0.001,0.0632135254589363,0.9446384389021766,0.08140579919544866,0.9244666465893921
182,0.001,0.0635971186282747,0.9441770630765023,0.08178493525192419,0.9236567605635564
183,0.001,0.06347736774392777,0.9443327138689431,0.08133891647764352,0.9242286766673511
184,0.001,0.06357133813709488,0.9443769604191307,0.08057573748691306,0.9255636576210842
185,0.001,0.06325430514690764,0.9446494636441443,0.08119128339222878,0.9243353727377606
186,0.001,0.06298748019946183,0.9454021034584911,0.08127978368058407,0.9241970645587246
187,0.001,0.06290286406484574,0.9452849066648488,0.08164161046114148,0.9238390060967798
188,0.001,0.06289541171717394,0.9453200182495833,0.0808307375658138,0.925418814187909
189,0.001,0.06328912389059965,0.9446619492327005,0.08049514700454125,0.9257670684804764
190,0.001,0.06262110712406523,0.9457778007602894,0.0812029617455358,0.9247224266313402
191,0.001,0.06267677678565704,0.9457454905136685,0.08012260888335555,0.9263755780783465
192,0.001,0.062270209988998494,0.9461613667217537,0.08076449605370635,0.9254852208844431
193,0.001,0.06222880880167971,0.94610613586264,0.08142967358188366,0.9242449536139172
194,0.001,0.06243251956492194,0.9459438835916515,0.08116124287074947,0.9248826806206503
195,0.001,0.06223063119028875,0.9466312531145034,0.08046219398250176,0.9260256047001476
196,0.001,0.061955940918460566,0.9468246485266586,0.0804112803656308,0.9264166147484589
197,0.001,0.06208719739895217,0.9467884180302438,0.08010263029900928,0.9271783497766457
198,0.001,0.061750386308157004,0.9470979695059231,0.07979864559357618,0.9272754666002331
199,0.001,0.0617197982420784,0.9471807763076221,0.08038516582996709,0.9263885737048126
200,0.001,0.062025180061138115,0.9471394118644942,0.08018858648395238,0.9265747661710368
201,0.001,0.062319917114773346,0.9470032157953924,0.07974261096429802,0.9274505530476505
202,0.001,0.06147125398457362,0.9473574707530873,0.07985318870105555,0.9266008153375935
203,0.001,0.06172699728171239,0.9474699204631749,0.08016885359365558,0.9258415396633328
204,0.001,0.061732675061019926,0.9472924216740013,0.07965722538204593,0.9269535676076585
205,0.001,0.06115674624190281,0.9480214561738181,0.08025786965241066,0.9260418280737966
206,0.001,0.06141421421582162,0.9476744046656634,0.08017199089137762,0.9266832115012454
207,0.001,0.06129704938509077,0.9484451635272075,0.07996439982591831,0.9267169539010975
208,0.001,0.06088571457572632,0.9485130906227682,0.07987764895715525,0.9273707514038335
209,0.001,0.06137473873052922,0.9483209436417356,0.07988441517217959,0.9269653284814546
210,0.001,0.06112543394428273,0.9483889422609598,0.07993948745558666,0.9272296047652647
211,0.001,0.060723735930407856,0.9487175169774286,0.07973002127377125,0.9276380280858434
212,0.001,0.06089399441374534,0.9488888538167908,0.08002850150896976,0.9271257247006699
213,0.001,0.0606830162176599,0.9492389293865697,0.0797279157267412,0.9275931903819065
214,0.001,0.060489086053914426,0.9494453376018237,0.07961855575571848,0.9275933401556393
215,0.001,0.0607971723323093,0.94888857208977,0.07962851266269329,0.9275807089367988
216,0.001,0.0607918680728418,0.9487894077417747,0.07950366881039744,0.9273215339847615
217,0.001,0.06050736028018422,0.9492978617185975,0.0795197793812097,0.9278027502642644
218,0.001,0.05994312839280248,0.9501724524443084,0.07989787725708943,0.9276227177665288
219,0.001,0.0599572353221047,0.950350650698192,0.07975906266663547,0.9273125951435126
220,0.001,0.0603484514457081,0.9493837231010602,0.07961571025881012,0.9278423709140752
221,0.001,0.060329192510138005,0.9497015899780451,0.07921380333060306,0.9284288301671944
222,0.001,0.05996881985929624,0.9500841144782772,0.07894993543082755,0.9290955807724265
223,0.001,0.06026527937014065,0.949815551906201,0.0790190472767112,0.9288284117060418
224,0.001,0.060371235145636255,0.9495262985753222,0.07914419169252869,0.92894398494355
225,0.001,0.05985828449666812,0.9503950274035123,0.07893993686680746,0.9291390189707505
226,0.001,0.059722007186937084,0.9503047755596984,0.07911599956510416,0.9286465268260442
227,0.001,0.059759502085559656,0.9502970757390798,0.07935826367646437,0.9285218845956764
228,0.001,0.05981638276686219,0.9506036460856425,0.07885025545753208,0.9289580705692374
229,0.001,0.05955230603433404,0.950934109805846,0.07906205269597417,0.9290794395315736
230,0.001,0.05990160504716853,0.950545485491721,0.07941831596416385,0.9286467502711975
231,0.001,0.05962683360692094,0.9511153577066467,0.07896546108788509,0.9293883594003014
232,0.001,0.059580645043188364,0.9511582226152052,0.07923321054705058,0.9288314585554807
233,0.001,0.05958422893238941,0.950825676021245,0.07900277630732433,0.9293124668835221
234,0.001,0.05958718426954684,0.9509415446647618,0.07918106540869646,0.9288646490512169
235,0.001,0.06003267680397208,0.950528349186756,0.0791409384262558,0.9284655117120534
236,0.001,0.059703993641269146,0.9507991283162618,0.07915065548618379,0.9287555694956614
237,0.001,0.05964202638227902,0.9509999059587283,0.07923810297583697,0.9290308558267438
238,0.001,0.05955144374860519,0.9510430424286709,0.07879570135408959,0.9295161966836804
239,0.001,0.059345865542195855,0.9512997079800972,0.07883832459406974,0.9295843372662413
240,0.001,0.05912553861503202,0.9515619025653304,0.07878197020391112,0.9296159589428291
241,0.001,0.05935258387114989,0.9511020706127316,0.07859832394918509,0.9298408141672595
242,0.001,0.059486989388291125,0.9514221616094941,0.07871042632516438,0.9294059158141496
243,0.001,0.059365980268616954,0.9514283306892295,0.07857317503971088,0.9295104241216878
244,0.001,0.05942580643358655,0.9513494137308833,0.07879332328396349,0.9295708897217676
245,0.001,0.05915007334963189,0.9521527023379696,0.07876283409648455,0.929523672743255
246,0.001,0.05898058505738593,0.9519805176919239,0.07842949624560144,0.9300280086633815
247,0.001,0.05945976513842638,0.9513436560524824,0.07851400755283454,0.9299899132485454
248,0.001,0.05883214821288099,0.9518812238472226,0.07871231225517705,0.9295318834820733
249,0.001,0.058971105601775084,0.9518233925589275,0.07855960060839337,0.9297441517578968
250,0.001,0.059126517633024935,0.9517605598452511,0.07851309769085854,0.9300244817991664
251,0.001,0.0589747103369985,0.9520242867811072,0.07857218904796141,0.9298615428580195
252,0.001,0.059035374618169524,0.9517128837449792,0.07851511531695964,0.9298516448165027
253,0.001,0.05878701948058543,0.9521919024623413,0.07839298199236162,0.9302384472415717
254,0.001,0.058610468088644334,0.952638873357465,0.07848481960469918,0.9300869865868295
255,0.001,0.05875128915250613,0.9523185228383212,0.07843869209591796,0.9302128255422438
256,0.001,0.0589245712296813,0.9519355911218589,0.07844028949104273,0.9301998341802914
257,0.001,0.058474568616969425,0.9525360800489822,0.07843507109215891,0.9302308923234985
258,0.001,0.058485872871900726,0.952371852288154,0.07831436496273557,0.9303687266403401
259,0.001,0.05864155185238229,0.9521564201235967,0.0783744231610051,0.9304579124970586
260,0.001,0.05858615767503284,0.9526093203259336,0.07829420728979576,0.9303878838806731
261,0.001,0.05847926962125988,0.9525077153791287,0.07821313412086432,0.9302804812169546
262,0.001,0.058600695162075354,0.9524463806658607,0.0783283414831295,0.9303656037486165
263,0.001,0.05865832042553662,0.9525074469962421,0.07828751315062306,0.9302370583361889
264,0.001,0.058649131413841746,0.9524037187278203,0.07823094915351557,0.9302956130835609
265,0.001,0.05847805194673738,0.9528771804132841,0.07842613642954933,0.9301815088322991
266,0.001,0.05852554305529719,0.9527639931193497,0.0783508064972533,0.9303015938705816
267,0.001,0.05853648008242328,0.9527365342053944,0.07837401150203449,0.9303311148917579
268,0.001,0.0583902744722616,0.9527121713079479,0.0784569677896198,0.930214246976224
269,0.001,0.05863860870531092,0.9526624973102747,0.07834300797502225,0.9303368065894603
270,0.001,0.05885666890450173,0.9524623696337439,0.0784403509223511,0.9302774540947157
271,0.001,0.05866718853955494,0.9525307100204751,0.07841207098554046,0.9302621315098648
272,0.001,0.05835224333077825,0.9531130228291111,0.07836221791180156,0.9302383396850094
273,0.001,0.058464958331503794,0.952687626047116,0.07825653600288796,0.930308750415223
